x,y,cultivated,cellid,cultivar,sowing,scenario,climate.control,co2,rowSpacing,Yield_kgha,biomass_kgha,MaturityDAS,EmergenceDAS,SeedFillingDAS,FloweringDAS,CumRadiationInterceptionOnGreen,SeasonRain,SeasonRadn,SeasonMaxt,SeasonMint,SeasonMeanT,BloomingSeasonMaxt,Silking_Supply_Demand_Ratio,Silking_RUE_Temp,swhc_6in,swhc_12in,swhc_24in,Crop_ET,WDrainage,WRunoff,sWUE,Date
-90.25953385772954,35.05771131032115,1,11615,PurcellMG4,15-May,baseline,1/1/2025,350,750,3844.0417030709823,9543.426103471531,109,5,66,40,1219.6189816090541,658.6000003814697,3722.700005531311,29.6913044763648,18.694021686263707,24.192663081314254,31.767213258586946,0.9988385960330315,0.998606556751689,6.168911804368583,12.337823608737166,23.627716627395515,494.0274524717314,91.06596930984078,184.57568046731421,4.9944082357458885,2017-12-31
-90.25953385772954,35.05771131032115,1,11615,PurcellMG4,15-May,baseline,1/1/2025,350,750,3665.7464480668023,8890.432194034282,108,5,64,37,1332.5952507604873,380.96999645233154,3849.6399993896484,31.178260958713032,19.80706521674343,25.492663087728232,33.9639346951344,0.9785878605913952,0.9882786891499504,6.168911804368583,12.337823608737166,23.627716627395515,538.5870776116191,43.81840551567637,9.2645132015501,6.195592933242823,2018-12-31
-90.25953385772954,35.05771131032115,1,11615,PurcellMG4,15-May,baseline,1/1/2025,350,750,3996.068292755739,9747.496290389565,107,5,64,38,1299.9096783411394,766.8000028133392,3800.090009689331,30.85978259211001,19.66521748641263,25.26250003926132,31.190163971947843,1,1,6.168911804368583,12.337823608737166,23.627716627395515,512.671908950152,133.57577944291313,111.5221236096426,5.273459340105594,2019-12-31
-90.25953385772954,35.05771131032115,1,11615,PurcellMG4,15-May,baseline,1/1/2025,350,750,3890.270088211387,9782.416407698418,107,6,65,40,1247.9953152073144,946.6499993801117,3743.2299931049347,29.235326186470363,18.525543481111526,23.880434833790947,32.1459017581627,0.9988955594909428,1,6.168911804368583,12.337823608737166,23.627716627395515,511.53581508524894,96.757464451692,362.2721403779902,4.00825128155953,2020-12-31
-91.27144920931379,35.7066116349121,1,6744,PurcellMG4,15-May,baseline,1/1/2025,350,750,3679.7156176175877,8827.762401031367,111,5,65,39,1450.4846996057847,582.4299969673157,3887.9099957942963,31.266304358192112,19.346739126288373,25.306521742240243,33.56065575021212,0.9888605162985452,0.9830327925134876,6.168911804368583,12.337823608737166,23.627716627395515,525.8145564445477,134.8850641126343,72.69943439966096,5.017344367636418,2015-12-31
-91.27144920931379,35.7066116349121,1,6744,PurcellMG4,15-May,baseline,1/1/2025,350,750,3523.268815181089,8442.518164920602,110,7,68,41,1271.7957883163542,596.3599970340729,3725.4100017547607,30.83641296884288,19.88804348655369,25.362228227698285,34.01639338008693,0.9710006229574729,0.9840983594050172,6.168911804368583,12.337823608737166,23.627716627395515,500.0368792999597,141.56633863451418,71.84379112263963,4.938374918464394,2016-12-31
-91.27144920931379,35.7066116349121,1,6744,PurcellMG4,15-May,baseline,1/1/2025,350,750,3844.0417030709823,9543.426103471531,109,5,66,40,1219.6189816090541,658.6000003814697,3722.700005531311,29.6913044763648,18.694021686263707,24.192663081314254,31.767213258586946,0.9988385960330315,0.998606556751689,6.168911804368583,12.337823608737166,23.627716627395515,494.0274524717314,91.06596930984078,184.57568046731421,4.9944082357458885,2017-12-31
-91.27144920931379,35.7066116349121,1,6744,PurcellMG4,15-May,baseline,1/1/2025,350,750,3665.7464480668023,8890.432194034282,108,5,64,37,1332.5952507604873,380.96999645233154,3849.6399993896484,31.178260958713032,19.80706521674343,25.492663087728232,33.9639346951344,0.9785878605913952,0.9882786891499504,6.168911804368583,12.337823608737166,23.627716627395515,538.5870776116191,43.81840551567637,9.2645132015501,6.195592933242823,2018-12-31
-91.27144920931379,35.7066116349121,1,6744,PurcellMG4,15-May,baseline,1/1/2025,350,750,3996.068292755739,9747.496290389565,107,5,64,38,1299.9096783411394,766.8000028133392,3800.090009689331,30.85978259211001,19.66521748641263,25.26250003926132,31.190163971947843,1,1,6.168911804368583,12.337823608737166,23.627716627395515,512.671908950152,133.57577944291313,111.5221236096426,5.273459340105594,2019-12-31
-91.27144920931379,35.7066116349121,1,6744,PurcellMG4,15-May,baseline,1/1/2025,350,750,3890.270088211387,9782.416407698418,107,6,65,40,1247.9953152073144,946.6499993801117,3743.2299931049347,29.235326186470363,18.525543481111526,23.880434833790947,32.1459017581627,0.9988955594909428,1,6.168911804368583,12.337823608737166,23.627716627395515,511.53581508524894,96.757464451692,362.2721403779902,4.00825128155953,2020-12-31
-91.19215908461389,35.636344474262884,1,7284,PurcellMG4,15-May,baseline,1/1/2025,350,750,3679.7156176175877,8827.762401031367,111,5,65,39,1450.4846996057847,582.4299969673157,3887.9099957942963,31.266304358192112,19.346739126288373,25.306521742240243,33.56065575021212,0.9888605162985452,0.9830327925134876,6.168911804368583,12.337823608737166,23.627716627395515,525.8145564445477,134.8850641126343,72.69943439966096,5.017344367636418,2015-12-31
-91.19215908461389,35.636344474262884,1,7284,PurcellMG4,15-May,baseline,1/1/2025,350,750,3523.268815181089,8442.518164920602,110,7,68,41,1271.7957883163542,596.3599970340729,3725.4100017547607,30.83641296884288,19.88804348655369,25.362228227698285,34.01639338008693,0.9710006229574729,0.9840983594050172,6.168911804368583,12.337823608737166,23.627716627395515,500.0368792999597,141.56633863451418,71.84379112263963,4.938374918464394,2016-12-31
-91.19215908461389,35.636344474262884,1,7284,PurcellMG4,15-May,baseline,1/1/2025,350,750,3844.0417030709823,9543.426103471531,109,5,66,40,1219.6189816090541,658.6000003814697,3722.700005531311,29.6913044763648,18.694021686263707,24.192663081314254,31.767213258586946,0.9988385960330315,0.998606556751689,6.168911804368583,12.337823608737166,23.627716627395515,494.0274524717314,91.06596930984078,184.57568046731421,4.9944082357458885,2017-12-31
-91.19215908461389,35.636344474262884,1,7284,PurcellMG4,15-May,baseline,1/1/2025,350,750,3665.7464480668023,8890.432194034282,108,5,64,37,1332.5952507604873,380.96999645233154,3849.6399993896484,31.178260958713032,19.80706521674343,25.492663087728232,33.9639346951344,0.9785878605913952,0.9882786891499504,6.168911804368583,12.337823608737166,23.627716627395515,538.5870776116191,43.81840551567637,9.2645132015501,6.195592933242823,2018-12-31
-91.19215908461389,35.636344474262884,1,7284,PurcellMG4,15-May,baseline,1/1/2025,350,750,3996.068292755739,9747.496290389565,107,5,64,38,1299.9096783411394,766.8000028133392,3800.090009689331,30.85978259211001,19.66521748641263,25.26250003926132,31.190163971947843,1,1,6.168911804368583,12.337823608737166,23.627716627395515,512.671908950152,133.57577944291313,111.5221236096426,5.273459340105594,2019-12-31
-91.19215908461389,35.636344474262884,1,7284,PurcellMG4,15-May,baseline,1/1/2025,350,750,3890.270088211387,9782.416407698418,107,6,65,40,1247.9953152073144,946.6499993801117,3743.2299931049347,29.235326186470363,18.525543481111526,23.880434833790947,32.1459017581627,0.9988955594909428,1,6.168911804368583,12.337823608737166,23.627716627395515,511.53581508524894,96.757464451692,362.2721403779902,4.00825128155953,2020-12-31
-89.91651186466785,35.89089528883186,1,4823,PurcellMG4,15-May,baseline,1/1/2025,350,750,3679.7156176175877,8827.762401031367,111,5,65,39,1450.4846996057847,582.4299969673157,3887.9099957942963,31.266304358192112,19.346739126288373,25.306521742240243,33.56065575021212,0.9888605162985452,0.9830327925134876,6.168911804368583,12.337823608737166,23.627716627395515,525.8145564445477,134.8850641126343,72.69943439966096,5.017344367636418,2015-12-31
-89.91651186466785,35.89089528883186,1,4823,PurcellMG4,15-May,baseline,1/1/2025,350,750,3523.268815181089,8442.518164920602,110,7,68,41,1271.7957883163542,596.3599970340729,3725.4100017547607,30.83641296884288,19.88804348655369,25.362228227698285,34.01639338008693,0.9710006229574729,0.9840983594050172,6.168911804368583,12.337823608737166,23.627716627395515,500.0368792999597,141.56633863451418,71.84379112263963,4.938374918464394,2016-12-31
-89.91651186466785,35.89089528883186,1,4823,PurcellMG4,15-May,baseline,1/1/2025,350,750,3844.0417030709823,9543.426103471531,109,5,66,40,1219.6189816090541,658.6000003814697,3722.700005531311,29.6913044763648,18.694021686263707,24.192663081314254,31.767213258586946,0.9988385960330315,0.998606556751689,6.168911804368583,12.337823608737166,23.627716627395515,494.0274524717314,91.06596930984078,184.57568046731421,4.9944082357458885,2017-12-31
-89.91651186466785,35.89089528883186,1,4823,PurcellMG4,15-May,baseline,1/1/2025,350,750,3665.7464480668023,8890.432194034282,108,5,64,37,1332.5952507604873,380.96999645233154,3849.6399993896484,31.178260958713032,19.80706521674343,25.492663087728232,33.9639346951344,0.9785878605913952,0.9882786891499504,6.168911804368583,12.337823608737166,23.627716627395515,538.5870776116191,43.81840551567637,9.2645132015501,6.195592933242823,2018-12-31
-89.91651186466785,35.89089528883186,1,4823,PurcellMG4,15-May,baseline,1/1/2025,350,750,3996.068292755739,9747.496290389565,107,5,64,38,1299.9096783411394,766.8000028133392,3800.090009689331,30.85978259211001,19.66521748641263,25.26250003926132,31.190163971947843,1,1,6.168911804368583,12.337823608737166,23.627716627395515,512.671908950152,133.57577944291313,111.5221236096426,5.273459340105594,2019-12-31
-89.91651186466785,35.89089528883186,1,4823,PurcellMG4,15-May,baseline,1/1/2025,350,750,3890.270088211387,9782.416407698418,107,6,65,40,1247.9953152073144,946.6499993801117,3743.2299931049347,29.235326186470363,18.525543481111526,23.880434833790947,32.1459017581627,0.9988955594909428,1,6.168911804368583,12.337823608737166,23.627716627395515,511.53581508524894,96.757464451692,362.2721403779902,4.00825128155953,2020-12-31
-90.66417255077471,35.21105027824701,1,10526,PurcellMG4,15-May,baseline,1/1/2025,350,750,3679.7156176175877,8827.762401031367,111,5,65,39,1450.4846996057847,582.4299969673157,3887.9099957942963,31.266304358192112,19.346739126288373,25.306521742240243,33.56065575021212,0.9888605162985452,0.9830327925134876,6.168911804368583,12.337823608737166,23.627716627395515,525.8145564445477,134.8850641126343,72.69943439966096,5.017344367636418,2015-12-31
-90.66417255077471,35.21105027824701,1,10526,PurcellMG4,15-May,baseline,1/1/2025,350,750,3523.268815181089,8442.518164920602,110,7,68,41,1271.7957883163542,596.3599970340729,3725.4100017547607,30.83641296884288,19.88804348655369,25.362228227698285,34.01639338008693,0.9710006229574729,0.9840983594050172,6.168911804368583,12.337823608737166,23.627716627395515,500.0368792999597,141.56633863451418,71.84379112263963,4.938374918464394,2016-12-31
-90.66417255077471,35.21105027824701,1,10526,PurcellMG4,15-May,baseline,1/1/2025,350,750,3844.0417030709823,9543.426103471531,109,5,66,40,1219.6189816090541,658.6000003814697,3722.700005531311,29.6913044763648,18.694021686263707,24.192663081314254,31.767213258586946,0.9988385960330315,0.998606556751689,6.168911804368583,12.337823608737166,23.627716627395515,494.0274524717314,91.06596930984078,184.57568046731421,4.9944082357458885,2017-12-31
-90.66417255077471,35.21105027824701,1,10526,PurcellMG4,15-May,baseline,1/1/2025,350,750,3665.7464480668023,8890.432194034282,108,5,64,37,1332.5952507604873,380.96999645233154,3849.6399993896484,31.178260958713032,19.80706521674343,25.492663087728232,33.9639346951344,0.9785878605913952,0.9882786891499504,6.168911804368583,12.337823608737166,23.627716627395515,538.5870776116191,43.81840551567637,9.2645132015501,6.195592933242823,2018-12-31
-90.66417255077471,35.21105027824701,1,10526,PurcellMG4,15-May,baseline,1/1/2025,350,750,3996.068292755739,9747.496290389565,107,5,64,38,1299.9096783411394,766.8000028133392,3800.090009689331,30.85978259211001,19.66521748641263,25.26250003926132,31.190163971947843,1,1,6.168911804368583,12.337823608737166,23.627716627395515,512.671908950152,133.57577944291313,111.5221236096426,5.273459340105594,2019-12-31
-90.66417255077471,35.21105027824701,1,10526,PurcellMG4,15-May,baseline,1/1/2025,350,750,3890.270088211387,9782.416407698418,107,6,65,40,1247.9953152073144,946.6499993801117,3743.2299931049347,29.235326186470363,18.525543481111526,23.880434833790947,32.1459017581627,0.9988955594909428,1,6.168911804368583,12.337823608737166,23.627716627395515,511.53581508524894,96.757464451692,362.2721403779902,4.00825128155953,2020-12-31
-91.5524336062921,34.24108141634972,1,18551,PurcellMG4,15-May,baseline,1/1/2025,350,750,3679.7156176175877,8827.762401031367,111,5,65,39,1450.4846996057847,582.4299969673157,3887.9099957942963,31.266304358192112,19.346739126288373,25.306521742240243,33.56065575021212,0.9888605162985452,0.9830327925134876,6.168911804368583,12.337823608737166,23.627716627395515,525.8145564445477,134.8850641126343,72.69943439966096,5.017344367636418,2015-12-31
-91.5524336062921,34.24108141634972,1,18551,PurcellMG4,15-May,baseline,1/1/2025,350,750,3523.268815181089,8442.518164920602,110,7,68,41,1271.7957883163542,596.3599970340729,3725.4100017547607,30.83641296884288,19.88804348655369,25.362228227698285,34.01639338008693,0.9710006229574729,0.9840983594050172,6.168911804368583,12.337823608737166,23.627716627395515,500.0368792999597,141.56633863451418,71.84379112263963,4.938374918464394,2016-12-31
-91.5524336062921,34.24108141634972,1,18551,PurcellMG4,15-May,baseline,1/1/2025,350,750,3844.0417030709823,9543.426103471531,109,5,66,40,1219.6189816090541,658.6000003814697,3722.700005531311,29.6913044763648,18.694021686263707,24.192663081314254,31.767213258586946,0.9988385960330315,0.998606556751689,6.168911804368583,12.337823608737166,23.627716627395515,494.0274524717314,91.06596930984078,184.57568046731421,4.9944082357458885,2017-12-31
-91.5524336062921,34.24108141634972,1,18551,PurcellMG4,15-May,baseline,1/1/2025,350,750,3665.7464480668023,8890.432194034282,108,5,64,37,1332.5952507604873,380.96999645233154,3849.6399993896484,31.178260958713032,19.80706521674343,25.492663087728232,33.9639346951344,0.9785878605913952,0.9882786891499504,6.168911804368583,12.337823608737166,23.627716627395515,538.5870776116191,43.81840551567637,9.2645132015501,6.195592933242823,2018-12-31
-91.5524336062921,34.24108141634972,1,18551,PurcellMG4,15-May,baseline,1/1/2025,350,750,3996.068292755739,9747.496290389565,107,5,64,38,1299.9096783411394,766.8000028133392,3800.090009689331,30.85978259211001,19.66521748641263,25.26250003926132,31.190163971947843,1,1,6.168911804368583,12.337823608737166,23.627716627395515,512.671908950152,133.57577944291313,111.5221236096426,5.273459340105594,2019-12-31
-91.5524336062921,34.24108141634972,1,18551,PurcellMG4,15-May,baseline,1/1/2025,350,750,3890.270088211387,9782.416407698418,107,6,65,40,1247.9953152073144,946.6499993801117,3743.2299931049347,29.235326186470363,18.525543481111526,23.880434833790947,32.1459017581627,0.9988955594909428,1,6.168911804368583,12.337823608737166,23.627716627395515,511.53581508524894,96.757464451692,362.2721403779902,4.00825128155953,2020-12-31
-90.93705164442795,36.117603762561586,1,3354,PurcellMG4,15-May,baseline,1/1/2025,350,750,3679.7156176175877,8827.762401031367,111,5,65,39,1450.4846996057847,582.4299969673157,3887.9099957942963,31.266304358192112,19.346739126288373,25.306521742240243,33.56065575021212,0.9888605162985452,0.9830327925134876,6.168911804368583,12.337823608737166,23.627716627395515,525.8145564445477,134.8850641126343,72.69943439966096,5.017344367636418,2015-12-31
-90.93705164442795,36.117603762561586,1,3354,PurcellMG4,15-May,baseline,1/1/2025,350,750,3523.268815181089,8442.518164920602,110,7,68,41,1271.7957883163542,596.3599970340729,3725.4100017547607,30.83641296884288,19.88804348655369,25.362228227698285,34.01639338008693,0.9710006229574729,0.9840983594050172,6.168911804368583,12.337823608737166,23.627716627395515,500.0368792999597,141.56633863451418,71.84379112263963,4.938374918464394,2016-12-31
-90.93705164442795,36.117603762561586,1,3354,PurcellMG4,15-May,baseline,1/1/2025,350,750,3844.0417030709823,9543.426103471531,109,5,66,40,1219.6189816090541,658.6000003814697,3722.700005531311,29.6913044763648,18.694021686263707,24.192663081314254,31.767213258586946,0.9988385960330315,0.998606556751689,6.168911804368583,12.337823608737166,23.627716627395515,494.0274524717314,91.06596930984078,184.57568046731421,4.9944082357458885,2017-12-31
-90.93705164442795,36.117603762561586,1,3354,PurcellMG4,15-May,baseline,1/1/2025,350,750,3665.7464480668023,8890.432194034282,108,5,64,37,1332.5952507604873,380.96999645233154,3849.6399993896484,31.178260958713032,19.80706521674343,25.492663087728232,33.9639346951344,0.9785878605913952,0.9882786891499504,6.168911804368583,12.337823608737166,23.627716627395515,538.5870776116191,43.81840551567637,9.2645132015501,6.195592933242823,2018-12-31
-90.93705164442795,36.117603762561586,1,3354,PurcellMG4,15-May,baseline,1/1/2025,350,750,3996.068292755739,9747.496290389565,107,5,64,38,1299.9096783411394,766.8000028133392,3800.090009689331,30.85978259211001,19.66521748641263,25.26250003926132,31.190163971947843,1,1,6.168911804368583,12.337823608737166,23.627716627395515,512.671908950152,133.57577944291313,111.5221236096426,5.273459340105594,2019-12-31
-90.93705164442795,36.117603762561586,1,3354,PurcellMG4,15-May,baseline,1/1/2025,350,750,3890.270088211387,9782.416407698418,107,6,65,40,1247.9953152073144,946.6499993801117,3743.2299931049347,29.235326186470363,18.525543481111526,23.880434833790947,32.1459017581627,0.9988955594909428,1,6.168911804368583,12.337823608737166,23.627716627395515,511.53581508524894,96.757464451692,362.2721403779902,4.00825128155953,2020-12-31
-91.54689264517046,33.860189645683576,1,21595,PurcellMG4,15-May,baseline,1/1/2025,350,750,3679.7156176175877,8827.762401031367,111,5,65,39,1450.4846996057847,582.4299969673157,3887.9099957942963,31.266304358192112,19.346739126288373,25.306521742240243,33.56065575021212,0.9888605162985452,0.9830327925134876,6.168911804368583,12.337823608737166,23.627716627395515,525.8145564445477,134.8850641126343,72.69943439966096,5.017344367636418,2015-12-31
-91.54689264517046,33.860189645683576,1,21595,PurcellMG4,15-May,baseline,1/1/2025,350,750,3523.268815181089,8442.518164920602,110,7,68,41,1271.7957883163542,596.3599970340729,3725.4100017547607,30.83641296884288,19.88804348655369,25.362228227698285,34.01639338008693,0.9710006229574729,0.9840983594050172,6.168911804368583,12.337823608737166,23.627716627395515,500.0368792999597,141.56633863451418,71.84379112263963,4.938374918464394,2016-12-31
-91.54689264517046,33.860189645683576,1,21595,PurcellMG4,15-May,baseline,1/1/2025,350,750,3844.0417030709823,9543.426103471531,109,5,66,40,1219.6189816090541,658.6000003814697,3722.700005531311,29.6913044763648,18.694021686263707,24.192663081314254,31.767213258586946,0.9988385960330315,0.998606556751689,6.168911804368583,12.337823608737166,23.627716627395515,494.0274524717314,91.06596930984078,184.57568046731421,4.9944082357458885,2017-12-31
-91.54689264517046,33.860189645683576,1,21595,PurcellMG4,15-May,baseline,1/1/2025,350,750,3665.7464480668023,8890.432194034282,108,5,64,37,1332.5952507604873,380.96999645233154,3849.6399993896484,31.178260958713032,19.80706521674343,25.492663087728232,33.9639346951344,0.9785878605913952,0.9882786891499504,6.168911804368583,12.337823608737166,23.627716627395515,538.5870776116191,43.81840551567637,9.2645132015501,6.195592933242823,2018-12-31
-91.54689264517046,33.860189645683576,1,21595,PurcellMG4,15-May,baseline,1/1/2025,350,750,3996.068292755739,9747.496290389565,107,5,64,38,1299.9096783411394,766.8000028133392,3800.090009689331,30.85978259211001,19.66521748641263,25.26250003926132,31.190163971947843,1,1,6.168911804368583,12.337823608737166,23.627716627395515,512.671908950152,133.57577944291313,111.5221236096426,5.273459340105594,2019-12-31
-91.54689264517046,33.860189645683576,1,21595,PurcellMG4,15-May,baseline,1/1/2025,350,750,3890.270088211387,9782.416407698418,107,6,65,40,1247.9953152073144,946.6499993801117,3743.2299931049347,29.235326186470363,18.525543481111526,23.880434833790947,32.1459017581627,0.9988955594909428,1,6.168911804368583,12.337823608737166,23.627716627395515,511.53581508524894,96.757464451692,362.2721403779902,4.00825128155953,2020-12-31
